rec_id,t_id,term_id,term_devanagari,term_iast,wordtree,parent_id,def_id,w_trans,w_def,refn,sys_id
11853,1494,EM-7.3,पित्तजमूर्च्छा,pittajamūrcchā,pittajamUrcCA,1419,0,mUrcCa due to pitta,"the disorder is characterized by rakta paśyaṁstamaḥ viyat praviśati [sees sky as red as he enters into the state of darkness], haritavarNa paśyaṁstamaḥ viyat praviśati [sees sky as green as he enters into the state of darkness], pIta paśyaṁstamaḥ viyat praviśati [sees sky as yellow as he pass into the state of darkness], sasvedaḥ prabudhyate [wakes up with the perspiration], sapipāsā [thirst], sasantāpaḥ [with burning sensation], raktākulekśhaNaḥ [reddish disturbed eyes], pItākulekśhaNaḥ [yellowish disturbed eyes], jātamātre patati [as soon as the fit starts he falls down], śIghra-pratibudhyate [regains conciousness immediately], saṁBinnavarcāḥ [loose motions], pItāBā [yellowish discolouration], mUrcCā [syncope/attacks of swooning]",Ca.Su.24/37-38; Su.U.46/8; Ah.Ni.6/32-33; Ma.Ni.17/9-10; Sha.Pu.7/31; Bp.Ma.18/9-10,1
11854,1495,EM-7.4,कफजमूर्च्छा,kaphajamūrcchā,kaPajamUrcCA,1419,0,mUrcCa due to kapha,"the disorder is characterized by meghasaṁkāsamākāśamāvRutaṁ paśyaṁstamaḥ praviśyati [becomes unconcious while seeing cloudy sky], tamoghanaiḥ ākāśamāvRutaṁ paśyaṁstamaḥ praviśyati [becomes unconcious while seeing dark cloudy sky], cirācca pratibudhyate [regains conciousness late], guruBiḥ aṁga [heaviness of body], prāvRutaṁgairyathavārdreNa carmaNā [feels body parts covered with moist leather], saprasekaḥ [having salivation], sahRullāsaḥ [with nausea], mUrcCā [syncope/attacks of swooning], tamaḥ praviśati, meghasaṁkāśamākāśaṁ paśyan [becomes unconcious while seeing cloudy sky], tamaḥ praviśati, tamoghanaiḥ āvRutamākāśaṁ paśyan [becomes unconcious while seeing dark cloudy sky], pratibodhanam, cirāt [regains conciousness late], guruBiḥ prāvRutaira~ggaḥ(iva pratIti) [feels as if wrapped with heavy blankets], ārdreNa carmaNā prāvRutaira~ggaḥ (iva pratIti) [feels body parts covered with moist leather]",Ca.Su.24/39-40; Su.U.46/8; Ah.Ni.6/33-34; Ma.Ni.17/11-12; Sha.Pu.7/31; Bp.Ma.18/11-12,1
11855,1496,EM-7.5,सान्निपातजमूर्च्छा,sānnipātajamūrcchā,sAnnipAtajamUrcCA,1419,0,mUrcCa due to three dōṣha,"the disorder is characterized by sarvākRutiḥ [clinical features of all types of doshas], apasmāraḥ ivāgataḥ [fainting like in epileptic fits], pātayatyāśu vinā bIBatsaceśhTitaiḥ [falls down suddenly without the hideous manifestation]",Ca.Su.24/41; Ah.Ni.6/35; Ma.Ni.17/13; Sha.Pu.7/32; Bp.Ma.18/13,1
11856,1497,EM-7.6,रक्तजमूर्च्छा,raktajamūrcchā,raktajamUrcCA,1419,0,mUrcCa due to rakta,"the disorder is characterized by raktasya gandhena mUrcCanti [faint just by perceiving the smell of the blood], asRujādRuśhTiḥ [reddish vision], gUDhocCvāsaḥ [deep respiration], stabdhā~ggaḥ [body becomes rigid]",Su.U.46/8; Ma.Ni.17/14-15; Bp.Ma.18/15,1
11857,1498,EM-7.7,मद्यजमूर्च्छा,madyajamūrcchā,madyajamUrcCA,1419,0,alcohol induced mUrcCa,"the disorder is characterized by vilapa~jśete (vilāpaḥ) [sleeps while talking irrelevantly], naśhTa-viBrāntamānasaḥ [remains lying unconscious and bewildered], gātra-vikśhipan (jarāṁ yāvanna yāti) [flings his limbs hither and thither]",Su.U.46/8; Ma.Ni.17/16-17; Bp.Ma.18/17,1
11858,1499,EM-7.8,विषजमूर्च्छा,viṣajamūrcchā,viShajamUrcCA,1419,0,poison induced mUrcCa,"the disorder is characterized by vepathuḥ [shivering/tremors], svapnaḥ [sleepinesss], tRuśhNāḥ [thirst], tamaḥ [blackouts], yathāsvaṁ viśhalakśhaNam [specific to the respective poisons concerned]",Su.U.46/8; Ma.Ni.17/18; Bp.Ma.18/18,1
11859,1500,EM-7.9,ग्लानिजमूर्च्छा,glānijamūrcchā,glAnijamUrcCA,1419,0,mUrcCa due to glāni,,Sha.Pu.7/32,1
11860,1501,EM-7.10,असाध्य-मूर्च्छा,asādhya-mūrcchā,asAdhya-mUrcCA,1419,0,irremediable mUrcCa,"the disorder is characterized by ānāha [barborygmus with distention], lālā [salivation], saṁj~jānāśa [loss of conciousness], śvasana [respiration]",,1
11861,1502,EM-8,भूत-ग्रहः,bhūta-grahaḥ,BUta-grahaH,1421,0,disorders due to possession of demons,,,1
11862,1503,EM-8.1,औकीर्णभूत-ग्रहः,aukīrṇabhūta-grahaḥ,aukIrNaBUta-grahaH,1502,0,person afflicted by aukIrNabhUtagraha,"the disorder is characterized by yācantamudakaṁ [who begs water], yācantam annaṁ [who begs food], trastalocanam [querulous eyes], lohitalocanam [reddish discoloration of eyes], ugravākyaṁ [harsh speech]",,1
11863,1504,EM-8.2,बलिकाम-ग्रहः,balikāma-grahaḥ,balikAma-grahaH,1502,0,person afflicted by balikāmagraha,"the disorder is characterized by dInaḥ [timid or apathy], parimRuśan vaktraṁ [desires to look at his own face], śuśhkauśhTha [dry lips], śuśhkagala [dry throat], śuśhkatāluka [dry palate], śa~gkitaṁ vIkśhate [observes others with suspicion], rauti [cries], dhyāyatyāyati [worries], annamannāBilāśheऽpi dattaṁ nāti buBukśhate [does not consume the given food though desirous of food]",,1
11864,1505,EM-8.3,भुजङ्ग-ग्रहः,bhujaṅga-grahaḥ,Buja~gga-grahaH,1502,0,person afflicted by bhuja~ggagra ha,"the disorder is characterized by kadācit BUmau yaḥ prasarati sarpavat [occasionally creeps on the ground like a snake], sRukkiNyau vilikhati jihvā [keeps on licking the corners of mouth with his tongue], nidrālu [sleepy], guDa Ipsu [likes jaggery], madhu Ipsu [willing for honey], dugdha Ipsuḥ [willing for milk], pāyasa Ipsu [likes rice puddings]",,1
11865,1506,EM-8.4,ब्रह्मराक्षस-ग्रहः,brahmarākṣasa-grahaḥ,brahmarAkShasa-grahaH,1502,0,person afflicted by brahmarākṣhasagraha,"the disorder is characterized by hāsyapriyaṁ [fond of laughing], nRutyapriyaṁ [fond of dancing], raudraceśhTaṁ [terrifying activities], CidraprahāriNam [attacking on others weak points], ākrośinaṁ [screaming], śIghragatiṁ [quick gait], devadviśham [haterd and disobedience to the gods], dvijadviśham [hates brahmanaas], Biśhagdviśham [aversion to physician], ātmānaṁ kāśhTharghnantaṁ [hits himself with batons, (injuring himself)], ātmānaṁ śastrādyairghnantaṁ [injures himself with weapons etc. (injuring himself)], Boḥśabdavādinam [uttering sounds like bho], śāstrapaThaṁ [intrested in the study of sciences], vedapaThaṁ [intrested in the study of vedas]",,1
11866,1507,EM-8.5,दैत्य-ग्रहः,daitya-grahaḥ,daitya-grahaH,1502,0,person afflicted by daityagraha,"the disorder is characterized by jihmadRuśhTiṁ [improper vision], durātmānaṁ [evil thoughts], gurudviśham [hates preceptors], devadviśham [haterd and disobedience to the gods], dvijadviśham [hates brāhmaNa (noble man)], nirBayaṁ [fearless], māninaṁ [proud], śUraṁ [courageous], krodhanaṁ [angry], vyavasāyinam [active person], rudraḥऽhamiti vādinam [boasting himself as rudra,], skandoऽhamiti vādinam [boasting himself as skanda,], viśākhoऽhamiti vādinam [boasting himself as vishākha], indroऽhamiti vādinam [boasting himself as indra], surāruciṁ [fond of sura], māṁsaruciṁ [desirous of meat]",,1
11867,1508,EM-8.6,देव-ग्रहः,deva-grahaḥ,deva-grahaH,1502,0,person afflicted by dEvagraha,"the disorder is characterized by Pullapadmopamamukhaṁ [face resembling a full blown lotus flower], saumyadRuśhTim [kind look], akopanam [not getting angry], alpavāk [less talking], alpasvedaṁ [scanty sweating], alpaviD [reduced quantity of fecal matter], alpamUtraṁ [oliguria], BojanānaBilāśhiNam [aversion to food], devaparamaṁ [worshipping gods], dvijātiparamaṁ [worshipping brāhmaNa (noble man)], śuciṁ [purity of body/thought/words/deeds], saṁskRutavādinam [speaks courteously/speaks sanskrit language], netre cirācca mIlayantaṁ [keeps the eyes closed for long periods], suraBiṁ [pleasant odour], varadāyinam [bestows favours], śuklamālyapriyam [fond of white flowers], śukla~aambarapriyam [fond of white cloth], sarasapriyam [fond of ponds], śailapriyam [fond of mountains], Bavanapriyam [fond of buldings], anidra [sleeeplessness], apradhRuśhyaṁ [not frightening]",,1
11868,1509,EM-8.7,गणमातृ-ग्रहः,gaṇamātṛ-grahaḥ,gaNamAtRu-grahaH,1502,0,person afflicted by gaNamātRugraha,"the disorder is characterized by krodhanaḥ [angry], srastasarvā~gga [whole body is felt laxed], lālāPena [froathy salaivation], avilānanaḥ [diseased face], nidrālu [sleepy], kampana [tremors]",,1
11869,1510,EM-8.8,गन्धर्व-ग्रहः,gandharva-grahaḥ,gandharva-grahaH,1502,0,person afflicted by gāndharvagraha,"the disorder is characterized by gItakāriNam [engaged in singing], nartanakāriNam [engaged in dancing], snānaruciṁ [likes bathing], udyānaruciṁ [fond of gardens], raktavastra [fond of red cloths], raktamālyā [fond of red garlands], anulepanam [anointing with cosmetics], śRu~ggāralIlāBirataṁ [always engaged in mirthful activities]",,1
11870,1511,EM-8.9,हिंसात्मक-ग्रहः,hiṃsātmaka-grahaḥ,hiMsAtmaka-grahaH,1502,0,person afflicted by hiMsātmakagraha,"the disorder is characterized by srutanāsikaḥ [continuous discharge from nose], kśhatajihvaḥ [if he has injuries in his tongue], kvaNedbāDham [cries gratly], asukhI [miserable], aśrulocanaḥ [tears flowing], durvarNaḥ [discoloration of the body/abnormal colour], hInavacanaḥ [slow speech /substandard speech/uncivilized speech], pUtigandhiḥ [putrid smell], kśhāma [wasted/dried up/emaciated], sva mUtra mRudgāti na jugupsate [plays with his own urine witout any disgust], sva purIśhaṁ mRudgāti na jugupsate [plays with his own faeces witout any disgust], hastau codyamya saṁrabdho hantyātmānaṁ [raises his hands to beat himself and others in great anger], hantyātmānaṁ tadvacca śastraḥ [injures himself with weapons], hantyātmānaṁ tadvacca kāśhThaḥ [beats himself with baton], hantyātmānaṁ tadvacca agniṁ [hurts himself with fire], dIptamāviśet [enters into burning fire], apsu majjet [drowns in water], patetkUpe kuryādanyacca tadvidham [falls into the well and does other similar acts], tRuD [thirst], dāhaḥ [burning sensation], mohaḥ [confusion/delirium], pUyasya Cardanaṁ pravartayet [vomiting of pus], sarvamārgeByo raktaṁ [dischrge of blood from all the channels]",,1
11871,1512,EM-8.10,निषाद-ग्रहः,niṣāda-grahaḥ,niShAda-grahaH,1502,0,person afflicted by nishādagraha,"the disorder is characterized by kāśhThagRuhItvā Bramantaṁ [person who roams holding a baton in his hands,], lośhTādigRuhItvā Bramantaṁ [person who roams holding a stone in his hands,], cIravāsasam [wears rags], nagnaṁ dhāvantam [runs naked], uttrastadRuśhTiṁ [unsteady look], tRuNaviBUśhaNam [wears grass as ornaments], śmaśānasevinam [stays lonely in the cemetry], śUnyāyatanasevinam [stays lonely in the vacant houses], rathyaikasevinam [stays lonely on roads], drumasevinam [stays lonely on trees], tilānnaṁ satataṁ [constantly searching for food prepared from sesame], madya satataṁ [constantly searching for wine], māṁsa satataṁ [constantly searching for meat], saktalocanam [steady/attentive eyes], paruśha vadantaṁ [speaking harsh]",,1
11872,1513,EM-8.11,रतिकाम-ग्रहः,ratikāma-grahaḥ,ratikAma-grahaH,1502,0,person afflicted by ratikāma graha,"the disorder is characterized by rahaḥrati [desires solitude], strIrati [copulation], saṁlāpa [conversation with women], gandhapriyaḥ [fond of pleasant smell], sragBUśhaNapriyaḥ [fond of garlands and ornaments], hRuśhTaḥ [always joyful], śāntaḥ [calm]",,1
11873,1514,EM-8.12,उरग-ग्रहः,uraga-grahaḥ,uraga-grahaH,1502,0,person afflicted by uraga graha,"the disorder is characterized by raktākśhaṁ [reddish coloured eyes], krodhanaṁ [angry temperment], stabdhadRuśhTiṁ [rigid eyes], vakragatiṁ calam [irregular and unsteady gait], aniśaṁ śvasana [always breathing heavy], jihvālolinaṁ [movement of tongue], sRukkiNIliham [licking the angles of the mouth], dugdhapriya [fond of milk], guDapriya [fond of jaggery], snānapriya [fond of bathing], adhovadana śayanaṁ [sleeping with his face down], ātapatra trāsyantaṁ [frieghtened by umbrella]",,1
11874,1515,EM-8.13,वेताल-ग्रहः,vetāla-grahaḥ,vetAla-grahaH,1502,0,person afflicted by vEtālagraha,"the disorder is characterized by gandharatiṁ [fond of purfumes], mālyaratiṁ [fond of flowers], satyavādinaḥ [speaks truth], parivepanaḥ [trembles], bahunidrāḥ [sleeps too much]",,1
11875,1516,EM-8.14,यक्ष-ग्रहः,yakṣa-grahaḥ,yakSha-grahaH,1502,0,person afflicted by yakṣhagraha,"the disorder is characterized by viplutākśhaṁ [eyes full of tears], trastākśhaṁ [querulous eyes], raktākśhaṁ [reddish coloured eyes], śuBagandhaṁ [body emitings pleasant smell], sutejasam [possessing bright complexion], nRutyapriya [fond of dancing], kathāpriya [fond of stories or chatting], gItapriya [fond of songs], snānapriya [fond of bathing], mālyapriya [fond of garlands], anulepanapriya [fond of anointing with cosmetics], matsyaruciṁ [desirous of fish], māṁsaruciṁ [desirous of meat], hRuśhTaṁ [joyous], tuśhTaṁ [content], balinam [strong], avyatham [lack of distress], calitāgrakaraṁ [fingers always shaking], vādinam kasmai dadāmIti [always says what shall i give], vādinam kiṁ dadāmIti [always says to whom shall i give], rahasyaBāśhiNaṁ [speaking secretly/revealing secrets], vaidyapariBāvinam [insulting/degrading the physician], dvijātipariBāvinam [insulting/degrading the brāhmaNa (noble man)], alparośha [slight anger], drutagati [speedy/quick/swift gait]",,1
11876,1517,EM-8.15,पिशाचग्रहः,piśācagrahaḥ,piSAcagrahaH,1502,0,person afflicted by pishācagraha,"the disorder is characterized by asvasthacittaṁ [uneasiness in mind], paridhāvanam naikatra tiśhThantaṁ [runs around without staying at one place], ucCiśhTapriya [fond of left out things foods], nRutyapriya [fond of dancing], gāndharvapriya [fond of music], hāsapriya [fond of humour], madyapriya [desire to consume alchohol], amiśhapriya [fond of meat], nirBartsanāddInamukha [timid face due to insulting], animittata rudana [crying/weeping without any reason], ātmānaṁ nakhairlikhantam [scratching his own body from his nails], rUkśhavapuḥ [dryness of body], dhvastavapuḥ [miserable bodily state], rUkśhasvaraḥ [dryness of voice], dhvastasvaraḥ [miserable voice], sambaddhaBāśhaNam [relevant speaking], abaddhaBāśhaNam [irrelevant speaking], duḥkha āvedanaṁ [stating the misery/agony], naśhTasmRuti [loss of memory], śUnyarati [fond of solitude], lolaṁ rati [fond of sensuality], nagnaṁ rati [fond of nudity], malImasam rati [fond of dirty things], rathyācailaparIdhānaṁ [wearing rags found in the streets], tRuNamālāviBUśhaNam [wearing garlands of grass], ārohantaṁ ca kāśhThāśvaṁ [climbing on wooden horses], sa~gkarakUTakam [mingling with bad people], bahvāśinaṁ [person with polyphagia]",,1
11877,1518,EM-8.16,असाध्यग्रह,asādhyagraha,asAdhyagraha,1502,0,incurable disorders due to seize of demons (hysteric behavior),"the disorder is characterized by sthulākśha [excessively swollen eyes], tvarita gati [walks hastily], svaPenalehI [licks his own froth], nidrāluḥ [sleepy], patati [fall], kampaḥ [tremors]",Ca.Ci.13/55; Su.U.60/16; Ma.Ni.20/26; As. Ni.12/11; Ah.Ni.12/10,1
11878,1519,EM-9,मन-सन्तापः,mana-santāpaḥ,mana-santApaH,1421,0,mental agitation,"the disorder is characterized by vaicittya [confusion or absence of mind], aratiḥ [distress/dicontent/restlessness], glāni [fatigue in mind and body]",,1
11879,1520,EM-10,संन्यासः,saṃnyāsaḥ,saMnyAsaH,1421,0,coma,"the disorder is characterized by kāśhThIBUto mRutopamaḥ [like a log of wood as if dead], prāNairvimucyate śIghram muktvā sadyaḥPalāḥ kriyāḥ [patient looses his life if not treated early /or as soon as emergency treatment support is withdrawn]",,1
11880,1521,EM-11,भ्रमः,bhramaḥ,BramaH,1421,0,giddiness,"the disorder is characterized by cakravad Bramato gātraṁ [patient feels the body rotates like a wheel], patati sarvadā [individual keeps falling down]",Ca.Su.20/11; Ah.Su.11/3,1
11881,1522,F,शिरोरोगः/शिरःशूल/शिरस्ताप/शिरोभिताप,śirorogaḥ/śiraḥśūla/śirastāpa/śirobhitāpa,SirorogaH/SiraHSUla/SirastApa/SiroBitApa,2,0,disorders of head/cephalalgia,the disorder is characterized by sarva-li~ggāni [clinical features of all types of doshas],,1
11882,1523,F-1,वातज-शिरोरोगः,vātaja-śirorogaḥ,vAtaja-SirorogaH,1522,0,headache due to vitiated vāta,"the disorder is characterized by mahatta śUla/ BRuśaṁ śUla [severew pain], śa~gkau BRuśaṁ nistudyete [severe pricking pain in both temporal regions], ghāTā BRuśaṁ nistudyete [severe pricking pain at nape of neck], śa~gkau samBidyate [breaking pain at both temporal regions], ghāTā samBidyate [breaking pain at nape of neck], tapatIva BrUmadhyaṁ [buring sensation in the middle of eyebrows], tapatIva lalāTaṁ [burning feel in forehead], BrUmadhyaṁ ativedanā [severe pain in between both eyebrows], lalāTaṁ ativedanā [severe pain at forehead], śrotra vadhyete [puncturing pain in both ears], śrotra svanaḥ [tininitus], akśhiNI niśhkRuśhyete [feeling as if eyes are being extracted], sarvaṁ śiraḥ ghUrNatIva [feels as if head is revolving], sarvaṁ śiraḥsandhi mucyate [sensation of laxation in skull region], sirājāla sPuraNa [pulsating sensation in vascular plexus], śirodharā staByate [stiffness of neck], BRuśaṁ arti [sudden onset of pain], sPuraNa [pulsating sensation], tIvra animitta śiraḥrujā [severe headache with out any apparent cause], niśI atimātraṁ śiraḥrujā [severe headache in the night], śiraḥrujā bandhaḥ praśamaḥ [headache relieved by bandage], śiraḥrujā tāpaḥ praśamaḥ [headache relieved by fomentation], kandharā saṁgrahaḥ [heaviness of head], hanu saṁgrahaḥ [locked jaw], prakāśa asahyatā [intolerance to light/photo.phobia], ghrāNa srāva [rhinorrhoea], akasmāta vyathā śamana [sudden relief of pain], mardanaṁ mārdavaṁ jāyate [softness generated by massaging], sneha mārdavaṁ jāyate [softness generated by oil], sveda mārdavaṁ jāyate [softness generated by sudation], bandha mārdavaṁ jāyate [softness generated by bandaging]",Ca.Su.17/21; Ah.U.23/6; Ma.Ni.60/2,1
11883,1524,F-2,पित्तज-शिरोरोगः/पित्तज शिरोभिताप,pittaja-śirorogaḥ/pittaja śirobhitāpa,pittaja-SirorogaH/pittaja SiroBitApa,1522,0,headache due to vitiated pitta,"the disorder is characterized by śiraḥ dahyate [burning sensation in head], śiraḥ rujyate/ śiraḥ arti [headache/discomfort in head], śiraḥ śItaṁ suśhUyate [headache on exposure to cold], dahyate cakśhu/akśhidahana [burning sensation in eyes], tRuśhNā [thirst], Bramaḥ [giddiness or dizziness], sveda [sweating], uśhNa Bavet śirorujā [headache with burning sensation], aṁgāracitaṁ Bavet śirorujā [headache like studded with burning charcoal], dhUmavatI nāsā [feeling of fuming of nose], śItena rātrau viśeśhaḥ [especially in night due to cold], śirodhUmāyana [fuming like sensation in head], jvaraḥ [fever], mUrcCā [syncope/attacks of swooning], niśi mārdavam [softnesss in the night], śIta mārdavam [pain subsides by cold things/softness by cold], dhUpyati cākśhināsam (akśhi-nāsayoḥ dhUmapUrNamiva pratItiḥ) [feeling of fuming from eyes and nose], śItena śamanam [relieved by cold], rātrau śamanam [subsides at night]",Ca.Su.17/23; Su.U.25/6; Ma.Ni.60/3,1
11884,1525,F-3,कफज-शिरोरोगः/कफज शिरोभिताप,kaphaja-śirorogaḥ/kaphaja śirobhitāpa,kaPaja-SirorogaH/kaPaja SiroBitApa,1522,0,headache due to vitiated kapha,"the disorder is characterized by śiraḥ mandarujā [mild headache], śiraḥ suptaṁ [numbness in head], śiraḥ stimita [numbness and heaviness in head], śiraḥ Bārikam/śiraḥ guruḥ/mUrdhā gurutā/ śiro-gauravam [heaviness of the head], tandrā [drowsiness/lassitude], ālasya [lethargy], arocakaḥ/aruciḥ [tastelessness], śUnākśhikUTa [peri-orbital swelling], śUnavadana [oedema of face], śItatā [cold], stimita [feeling as if wrapped with wet cloth], śirānispandatā [veins not pulsating], ahan manda rujāḥ [mild pain at daytime], niśi adhika rujāḥ [more pain at night], karNa kaNDU [itching in ear], vami [vomiting], kaPopadigdhaṁ [affected with kapha], pratiśhTabdha-śiraḥ [stiffness of the head], hima-śiraḥ [head becomes cold]",,1
11885,1526,F-4,सान्निपातज-शिरोरोगः,sānnipātaja-śirorogaḥ,sAnnipAtaja-SirorogaH,1522,0,headache due to three dōṣha,"the disorder is characterized by śUla [pain], Bramaḥ [giddiness or dizziness], kampaḥ [shaking of the head], dāhaḥ [burning sensation], madaḥ [intoxication], tRUśhā [thirst], gurutvaṁ [heaviness], tandrā [drowsiness/lassitude], sarvaistridośhaṁ/sarvāNi liṁgāni samudBavanti/sarvalakśhaNaḥ [all symptoms are seen/complete expression of disease symptoms]",,1
11886,1527,F-5,रक्तज-शिरोरोगः,raktaja-śirorogaḥ,raktaja-SirorogaH,1522,0,headache due to rakta,"the disorder is characterized by pittasamānali~ggaḥ [blister having pitta dominant features], sparśāsahatva śirasaḥ [tenderness/inability to tolerate touch], pittādhikarujā [pitta predominant pain]",,1
11887,1528,F-6,कृमिज-शिरोरोगः,kṛmija-śirorogaḥ,kRumija-SirorogaH,1522,0,headache due to kRumi,"the disorder is characterized by vyadha [penetrating type of pain], Ceda [cutting type of pain], rujā/ śiraḥarti [pain/headache], kaNDUḥ [itching], śoPa [oedema], duḥkhitam gati [diseased gait], krimi darśana [worm manifesatation], śiraḥdaurgandhya [foul smell from head], śiraḥtoda [pricking pain in head], atimātraṁ śiraḥnistudyate [severe pricking type of pain in headache], saṁBakśhyamāNaṁ [pain as if being stung by insect], antaḥ sPuTatIva [breaking pain from inside], antaḥ spuratIva [pulsating sensation from inside], salilaṁ saraktaṁ ghrāNaḥ gacCeta [watery and blood stained rhinorrhoea], salilaṁ sapUyaṁ ghrāNaḥ gacCeta [watery rhinorrhoea with pus], ghora vedanā [severe pain], citta viBraṁśajananI [(pain which is )disturbing mind], jvaraḥ [fever], kāsaḥ [cough], bala kśhaya [loss of strength], raukśhya [dryness], dāhaḥ [burning sensation], sPuraNa [pulsating sensation], pUtitā [putrid smell], kapāla kaNDUḥ [itching in forehead], tālu kaNDUḥ [itching in palate], śiraḥ kaNDUḥ [itching in head], śośha [dryness/wasting/emaciation], pramIlaka [shutting eyes], tāmra siṁghāNaka [coppery nasal crust], acCa siṁghāNaka [clear nasal crust], karNa nāda [tinnitus]",,1
11888,1529,F-7,अनन्तवातः,anantavātaḥ,anantavAtaH,1522,0,trigeminal neuralgia,"the disorder is characterized by manyā vedanā [pain in neck], paścādghāTā vedanā [pain in nape of neck], vedanā akśhi avatiśhThati [pain resides at eyes], vedanā BrU avatiśhThati [paoin resides at eyebrows], vedanā śa~gkheśhvavatiśhThati [pain resides at temporal region], gaNDapārśva spandanaṁ [pulsating sensation at zygomatic region], netrarogaḥ [eye diseases], hanugrahaḥ [lock jaw/catching sensation over jaw], manyāṁ sampIDya [pain in neck], tIvra ghāTā rujā [severe pain in the nape of neck], akśhi rujā [pain in eyes], BrU rujā [pain in eyebrows], śaṁkhadeśe rujā [pain in temporal region], gaNDa-pārśva kampaḥ [pulsating sensation in zygomatic region], hanugrahaḥ [lock jaw/catching sensation over jaw], locana rogaḥ [other eye diseases]",,1
11889,1530,F-8,अर्धावभेदकः,ardhāvabhedakaḥ,ardhAvaBedakaH,1522,0,hemicrania,"the disorder is characterized by tIvra śastraniBāṁ manyā ativedanām [severe pain in neck like that by sharp weapon], tIvra araNiniBāṁ manyā ātivedanām [severe pain in neck like that of sting], tIvra śastraniBāṁ BrU ativedanām [severe pain in eyebrows like that by sharp weapon], tIvra araNiniBāṁ BrU ativedanām [severe pain in eyebrows like that of sting], tIvra śastraniBāṁ śa~gkha ativedanām [severe pain in temporal region like that by sharp weapon], tIvra araNiniBāṁ śa~gkha ativedanām [severe pain in temporal region like that of sting], tIvra śastraniBāṁ karNa ativedanām [severe pain in ear like that by sharp weapon], tIvra araNiniBāṁ karNa ativedanām [severe pain in ear like that of sting], tIvra śastraniBāṁ akśhi ativedanām [severe pain in eyes like that by sharp weapon], tIvra araNiniBāṁ akśhi ativedanām [severe pain in eyes like that of sting], tIvra śastraniBāṁ lalāTārdhe ativedanām [severe pain in half part of forehead like that by sharp weapon], tIvra araNiniBāṁ lalāTārdhe ativedanām [severe pain in half part of forehead like that of sting], ativRuddho nayanaṁ vināśayet [(disease) if progressed very much, damages eye], ativRuddho śrotraṁ vināśayet/ativRuddho śravaNaṁ vināśayet [(disease) if progressed very much, damages ear], atIva uttamāṁgārdha samBedaḥ [severe breaking pain in upper part of the body/head], atIva uttamāṁgārdha todaḥ [severe pricking pain in upper part of the body/head], atIva uttamāṁgārdha Brama [severe giddiness], atIva uttamāṁgārdha śUlaḥ [severe pain in head/upper part of the body], aksmāt uttamāṁgārdha śUlaḥ [sudden headache], pakśhād uttamāṁgārdha śUlaḥ/pakśhād kupyati [fortnightly headache arises], daśāhād uttamāṁgārdha śUlaḥ [headache arises about every 10 days], ardha mUrdhnaḥ śirastāpa [burning sensation in half part of the head], māsād kupyati [pain arises within a moth], svayameva śāmyati [slef limiting pain]",,1
11890,1531,F-9,सूर्यावर्तः,sūryāvartaḥ,sUryAvartaH,1522,0,sunshine induced cephalalgia,"the disorder is characterized by śiraḥśUlaṁ dinavRuddhyā vivardhate [headache worsens as day progresses], dinakśhaye tataḥ styāne [reduces towards end of the day], sUryodayaṁ mandamandaṁ akśhi ruk/ [mild pain in eyes at sunrise], sUryodayaṁ mandamandaṁ BrU ruk [mild pain in eyebrows at sunrise], gāDhaṁ samupaiti [severe pain in eyes], vivardhate aṁśumatā [(pain) worsens by sunlight], śItena śāntiṁ laBate [subsides by cold], kadāciduśhNena sukhamāpnuyāt [sometimes subsides by hot treatment], sUryodayām śaṁkhaḥ saspandanām rujaḥ [pulsating pain in temporal region at sunrise], sUryodayām akśhiḥ saspandanām rujaḥ [pulsating pain in eyes at sunrise], sUryodayām BrU saspandanām rujaḥ [pulsating pain in eyebrows at sunrise], sUryodayām lalāTa saspandanām rujaḥ [pulsating pain in forehead at sunrise], madhyāhanam vivardhiśhNu [worsens at mid day], viśeśhataḥ kśhudvataḥ vivardhiśhNu [pain worsens when patient is empty stomach], avyavasthita śItasukhā [uncertain comfort to cold], avyavasthita uśhNasukhā [uncertain comfort to hot], śāmyatyataḥ param [pain subsides later (after sunset)], sUryāpavRuttau vinivartate (akśhi-Bruruk) [pain subsides at the sunset]",,1
11891,1532,F-10,शङ्खकः,śaṅkhakaḥ,Sa~gkhakaH,1522,0,temporal cephalalgia,"the disorder is characterized by tIvraruk (śa~gkhadeśa)/tIvra śa~gkha rujā viśeśhataḥ [severe pain in temporal region], dāhaḥ (śa~gkhadeśa)/ tIvra dāha [burning sensation in temporal region], rāga (śa~gkhadeśa) [redness/congestion in temporal region], dāruNa śoPa/ śaṁkha śoPa [hard swelling in temporal region], viśhavadvegI [rapid progressing like poison], śiraḥ nirudhyāśu [immediately affects/blocks the head], galaḥ nirudhyāśu [quickly choaks the throat], trirātrā~jjIvitaṁ hanti [takes away life within three days], tIvra mUrdhni rujā [severe headache], pralāpa [excess talking/irrelevant speech/incoherent speech], tIvra rujā [severe pain], jvaraḥ [fever], tRuD [thirst], Bramaḥ [giddiness or dizziness], tiktāsya [bitter taste in mouth], pItavadanaḥ [icteric face], kśhiprakārI [quick acting]",,1
11892,1533,F-11,शिरःकम्पः,śiraḥkampaḥ,SiraHkampaH,1522,0,head tremor,the disorder is characterized by kampaḥ [tremors],,1
